-222.394,284.007,-92.189   -40.618,319.393,-97.708   -179.333,287.193,-38.213
-222.374,283.975,-92.912   -40.599,319.441,-97.671   -179.314,287.027,-38.427
-222.480,283.966,-92.060   -40.614,319.435,-97.722   -179.459,287.703,-37.525
-222.481,283.992,-91.896   -40.617,319.394,-97.753   -179.473,287.917,-37.329
-222.443,283.929,-91.660   -40.609,319.428,-97.634   -179.448,287.907,-37.212
-222.348,283.976,-91.482   -40.593,319.389,-97.750   -179.395,288.213,-36.918
-222.467,283.966,-91.663   -40.607,319.439,-97.732   -179.479,288.005,-37.117
-222.455,283.993,-93.009   -40.602,319.410,-97.829   -179.397,287.122,-38.367
-222.440,283.928,-92.184   -40.575,319.421,-97.838   -179.457,287.670,-37.532
-222.386,283.975,-92.187   -40.596,319.374,-97.834   -179.387,287.760,-37.539
-222.441,283.970,-93.198   -40.613,319.430,-97.728   -179.355,286.861,-38.657
-222.490,283.986,-91.933   -40.614,319.438,-97.678   -179.474,287.782,-37.441
-222.416,283.946,-92.299   -40.614,319.438,-97.723   -179.379,287.503,-37.762
-222.362,283.969,-90.692   -40.611,319.444,-97.656   -179.438,288.674,-36.223
-222.485,283.980,-91.895   -40.600,319.420,-97.756   -179.492,287.881,-37.326
-222.488,283.986,-91.616   -40.594,319.410,-97.709   -179.518,288.069,-37.094
-222.412,283.942,-91.723   -40.596,319.402,-97.659   -179.430,287.916,-37.251
-222.385,283.965,-91.595   -40.590,319.417,-97.628   -179.415,287.996,-37.154
-222.455,283.954,-92.160   -40.601,319.394,-97.624   -179.438,287.582,-37.723
-222.442,283.983,-92.533   -40.613,319.419,-97.724   -179.393,287.382,-37.995
-222.411,283.934,-92.208   -40.599,319.392,-97.672   -179.395,287.564,-37.722
-222.398,283.948,-91.810   -40.600,319.379,-97.762   -179.415,287.959,-37.234
-222.446,283.980,-92.507   -40.595,319.410,-97.675   -179.415,287.369,-38.018
-222.462,283.972,-92.009   -40.613,319.432,-97.770   -179.448,287.787,-37.425
-222.395,283.933,-93.153   -40.611,319.390,-97.681   -179.314,286.862,-38.658
-222.371,283.957,-91.886   -40.610,319.436,-97.722   -179.365,287.823,-37.351
-222.490,283.961,-92.097   -40.609,319.430,-97.729   -179.472,287.681,-37.554
-222.487,283.985,-92.350   -40.595,319.395,-97.721   -179.469,287.543,-37.815
-222.368,283.927,-91.302   -40.609,319.419,-97.654   -179.401,288.198,-36.834
-222.404,283.983,-91.743   -40.615,319.383,-97.768   -179.411,288.045,-37.161
-222.486,283.962,-91.558   -40.601,319.407,-97.757   -179.517,288.129,-36.988
-222.491,283.988,-91.908   0.000,0.000,97.252   -179.517,288.129,-36.988
-222.502,283.988,-91.553   -40.617,319.382,-97.741   -179.519,288.174,-36.999
-222.398,283.941,-92.498   -40.614,319.412,-97.680   -179.349,287.341,-38.004
-222.389,283.969,-91.698   -40.614,319.412,-97.680   -179.349,287.341,-38.004
-222.395,283.965,-91.971   -40.625,319.429,-97.782   -179.373,287.821,-37.375
-222.409,283.975,-91.228   -40.613,319.421,-97.645   -179.442,288.293,-36.770
-222.413,283.957,-93.829   -40.620,319.401,-97.747   -179.294,286.418,-39.268
-222.458,283.981,-91.241   -40.607,319.386,-97.743   -179.508,288.397,-36.684
-222.421,283.927,-92.833   -40.600,319.386,-97.768   -179.374,287.166,-38.251
-222.412,283.971,-91.773   -40.608,319.428,-97.687   -179.414,287.904,-37.273
-222.451,283.946,-92.458   -40.621,319.410,-97.717   -179.399,287.407,-37.927
-222.470,283.980,-90.813   -40.607,319.436,-97.692   -179.544,288.629,-36.307
-222.414,283.936,-92.528   -40.590,319.405,-97.794   -179.394,287.404,-37.920
-222.383,283.982,-92.599   -40.609,319.400,-97.784   -179.340,287.396,-38.001
-222.436,283.955,-91.712   -40.609,319.400,-97.784   -179.340,287.396,-38.001
-222.426,283.961,-91.312   -40.609,319.400,-97.784   -179.340,287.396,-38.001
-222.413,283.956,-91.543   -40.577,319.517,-97.775   -179.458,288.037,-36.954
-222.489,283.981,-91.443   -40.610,319.407,-97.726   -179.517,288.212,-36.903
-222.415,283.933,-92.471   -40.618,319.390,-97.739   -179.369,287.420,-37.918
-222.390,283.963,-92.244   -40.615,319.404,-97.771   -179.362,287.632,-37.659
-222.434,283.913,-91.761   -40.624,319.394,-97.688   -179.424,287.892,-37.259
-222.500,283.982,-91.081   -40.611,319.419,-97.662   -179.549,288.425,-36.605
-222.418,283.977,-91.573   -40.614,319.424,-97.714   -179.430,288.085,-37.046
-222.379,283.969,-91.482   -40.606,319.418,-97.713   -179.406,288.150,-36.955
-222.433,283.960,-91.973   -40.618,319.404,-97.763   -179.419,287.825,-37.397
-222.446,283.982,-92.530   -40.620,319.412,-97.750   -179.393,287.411,-37.967
-222.431,283.934,-92.053   -40.622,319.405,-97.752   -179.407,287.730,-37.487
-222.372,283.983,-91.606   -40.616,319.410,-97.720   -179.381,288.085,-37.072
-222.460,283.953,-91.339   -40.622,319.386,-97.658   -179.482,288.234,-36.867
-222.480,283.987,-91.674   -40.618,319.410,-97.735   -179.484,288.050,-37.126
-222.387,283.919,-91.976   -40.613,319.397,-97.749   -179.378,287.777,-37.413
-222.397,283.964,-91.569   -40.621,319.398,-97.686   -179.404,288.081,-37.069
-222.448,283.957,-92.334   -40.597,319.385,-97.864   -179.440,287.644,-37.656
-222.486,283.978,-93.181   -40.608,319.409,-97.726   -179.407,286.901,-38.641
-222.422,283.910,-92.570   -40.619,319.410,-97.730   -179.367,287.296,-38.026
-222.437,283.970,-92.836   -40.614,319.418,-97.731   -179.370,287.148,-38.292
-222.497,283.983,-91.852   -40.519,319.290,-97.796   -179.370,287.148,-38.292
-222.495,283.978,-91.750   -40.514,319.536,-97.778   -179.587,287.879,-37.158
-222.410,283.933,-92.423   -40.533,319.525,-97.778   -179.441,287.343,-37.831
-222.392,283.957,-90.775   -40.626,319.415,-97.701   -179.454,288.664,-36.260
-222.452,283.957,-91.716   -40.620,319.429,-97.571   -179.437,287.846,-37.331
-222.376,283.973,-92.860   -40.620,319.380,-97.739   -179.306,287.177,-38.308
-222.430,283.945,-91.230   -40.628,319.397,-97.746   -179.459,288.362,-36.671
-222.461,283.990,-92.171   -40.618,319.399,-97.768   -179.435,287.715,-37.589
-222.445,283.968,-92.590   -40.627,319.392,-97.717   -179.381,287.347,-38.060
-222.393,283.966,-92.706   -40.626,319.387,-97.647   -179.319,287.212,-38.245
-222.452,283.968,-91.839   -40.612,319.410,-97.715   -179.449,287.892,-37.310
-222.452,283.983,-92.052   -40.621,319.436,-97.694   -179.422,287.705,-37.544
-222.391,283.940,-92.922   -40.622,319.430,-97.680   -179.308,287.004,-38.427
-222.378,283.965,-92.630   -40.567,319.400,-97.838   -179.378,287.392,-37.978
-222.381,283.973,-91.675   -40.620,319.405,-97.756   -179.384,288.055,-37.106
-222.444,283.963,-92.491   -40.599,319.384,-97.896   -179.425,287.557,-37.781
-222.498,283.979,-90.885   -40.622,319.399,-97.755   -179.561,288.660,-36.317
-222.397,283.942,-92.497   -40.628,319.395,-97.781   -179.342,287.437,-37.902
-222.379,283.958,-92.374   -40.584,319.424,-97.756   -179.370,287.493,-37.804
-222.472,283.975,-90.994   -40.625,319.380,-97.757   -179.526,288.594,-36.423
-222.473,283.978,-92.065   -40.626,319.432,-97.770   -179.443,287.752,-37.482
-222.398,283.943,-92.447   -40.616,319.431,-97.737   -179.352,287.406,-37.896
-222.360,283.972,-92.185   -40.624,319.419,-97.608   -179.315,287.548,-37.763
-222.449,283.962,-93.125   -40.594,319.415,-97.814   -179.392,286.986,-38.498
-222.475,283.986,-92.648   -40.625,319.428,-97.680   -179.405,287.259,-38.154
-222.427,283.939,-91.826   -40.565,319.396,-97.788   -179.478,287.936,-37.224
-222.362,283.958,-92.076   -40.619,319.389,-97.734   -179.339,287.740,-37.528
-222.454,283.954,-92.213   -40.621,319.422,-97.753   -179.419,287.615,-37.646
-222.417,283.964,-93.279   -40.619,319.393,-97.751   -179.325,286.850,-38.715
-222.414,283.968,-91.690   -40.620,319.433,-97.688   -179.409,287.960,-37.189
-222.380,283.984,-91.071   -40.613,319.413,-97.756   -179.435,288.512,-36.501
-222.440,283.956,-92.911   -40.632,319.387,-97.811   -179.358,287.171,-38.286
-222.431,283.992,-93.029   -40.622,319.419,-97.785   -179.349,287.066,-38.430
-222.420,283.938,-91.986   -40.623,319.379,-97.745   -179.401,287.805,-37.428
-222.394,283.993,-91.589   -40.627,319.396,-97.691   -179.393,288.101,-37.085
-222.443,283.948,-92.247   -40.626,319.394,-97.727   -179.402,287.591,-37.706
-222.472,283.988,-91.470   -40.614,319.427,-97.697   -179.490,288.159,-36.958
-222.415,283.928,-91.813   -40.616,319.384,-97.789   -179.418,287.952,-37.210
-222.417,283.926,-91.779   -40.618,319.419,-97.706   -179.410,287.879,-37.259
-222.386,283.971,-92.157   -40.589,319.377,-97.867   -179.397,287.801,-37.475
-222.438,283.957,-91.885   -40.617,319.420,-97.738   -179.427,287.853,-37.334
-222.483,283.964,-91.362   -40.615,319.401,-97.790   -179.517,288.311,-36.758
-222.483,283.956,-91.320   -40.608,319.443,-97.643   -179.512,288.182,-36.863
-222.441,283.916,-91.923   -40.639,319.398,-97.856   -179.416,287.896,-37.254
-222.393,283.956,-91.591   -40.628,319.426,-97.694   -179.388,288.035,-37.083
-222.400,283.949,-91.098   -40.628,319.410,-97.753   -179.439,288.459,-36.531
-222.471,283.978,-91.929   -40.629,319.417,-97.748   -179.447,287.853,-37.368
-222.430,283.935,-92.118   -40.617,319.439,-97.688   -179.399,287.599,-37.616
-222.380,283.963,-91.185   -40.629,319.413,-97.724   -179.408,288.382,-36.647
-222.377,283.960,-91.274   -40.615,319.384,-97.864   -179.427,288.444,-36.597
-222.447,283.962,-92.210   -40.623,319.370,-97.746   -179.414,287.670,-37.651
-222.435,283.966,-92.522   -40.610,319.399,-97.786   -179.396,287.441,-37.921
-222.415,283.943,-92.053   -40.588,319.416,-97.815   -179.427,287.771,-37.425
